new.sp,old.name
Acianthera geminicaulina,Pleurothallis geminicaulina
Specklinia gongylodes,Pleurothallis gongylodes
Pleurothallis phyllocardioides,Pleurothallis graciliscapa
Specklinia grobyi,Pleurothallis grobyi
Pleurothallis bivalvis,Pleurothallis harlingii
Pleurothallis nuda,Pleurothallis hemirhoda
Acianthera henrici,Pleurothallis henrici
Acianthera heteropetala,Pleurothallis heteropetala
Stelis scabrata,Pleurothallis humboldtiana
Andinia ibex,Pleurothallis ibex
Specklinia ichthyonekys,Pleurothallis ichthyonekys
Anathallis lasioglossa,Pleurothallis implexa
Anathallis iota,Pleurothallis iota
Stelis laevigata,Pleurothallis laevigata
Stelis laevis,Pleurothallis laevis
Acianthera lamia,Pleurothallis lamia
Stelis laminata,Pleurothallis laminata
Kraenzlinella lappago,Pleurothallis lappago
Echinosepala lappiformis,Pleurothallis lappiformis
Anathallis lasioglossa,Pleurothallis lasioglossa
Acianthera lojae,Pleurothallis lojae
Specklinia macroblepharis,Pleurothallis macroblepharis
Acianthera madisonii,Pleurothallis madisonii
Stelis mandonii,Pleurothallis mandonii
Stelis dapsilis,Pleurothallis maxima
Anathallis megaloophora,Pleurothallis megaloophora
Specklinia megalops,Pleurothallis megalops
Pabstiella yauaperyensis,Pleurothallis mentosa
Acianthera miqueliana,Pleurothallis miqueliana
Stelis molleturoi,Pleurothallis molleturoi
Pleurothallis cordata,Pleurothallis monocardia
Stelis moritzii,Pleurothallis moritzii
Anathallis muricaudata,Pleurothallis muricaudata
Anathallis obovata,Pleurothallis obovata
Acianthera ofella,Pleurothallis ofella
Kraenzlinella tunguraguae,Pleurothallis otopetalum
Anathallis pachyphyta,Pleurothallis pachyphyta
Stelis pachypus,Pleurothallis pachypus
Andinia panica,Pleurothallis panica
Acianthera pantasmi,Pleurothallis pantasmi
Acianthera pantasmoides,Pleurothallis pantasmoides
Pabstiella parvifolia,Pleurothallis parvifolia
Stelis patateensis,Pleurothallis patateensis
Stelis pellucida,Pleurothallis pellucida
Specklinia perangusta,Pleurothallis perangusta
Kraenzlinella phrynoglossa,Pleurothallis phrynoglossa
Acianthera pubescens,Pleurothallis picta
Stelis gelida,Pleurothallis pidax
Stelis pilifera,Pleurothallis pilifera
Anathallis polygonoides,Pleurothallis polygonoides
Anathallis funerea,Pleurothallis praemorsa
Specklinia producta,Pleurothallis producta
Acianthera pubescens,Pleurothallis pubescens
Pleurothallis macrocardia,Pleurothallis pulvinipes
Acianthera punicea,Pleurothallis punicea
Acianthera quadriserrata,Pleurothallis quadriserrata
Specklinia recula,Pleurothallis recula
Anathallis regalis,Pleurothallis regalis
Anathallis rubens,Pleurothallis rubens
Acianthera rubroviridis,Pleurothallis rubroviridis
Specklinia samacensis,Pleurothallis samacensis
Acianthera scalpricaulis,Pleurothallis scalpricaulis
Stelis reptans,Pleurothallis scansor
Specklinia zephyrina,Pleurothallis schistopetala
Pleurothallis stelidilabia,Pleurothallis sculptilis
Echinosepala shuarii,Pleurothallis shuarii
Acianthera sicaria,Pleurothallis sicaria
Acianthera sicariopsis,Pleurothallis sicariopsis
Anathallis smaragdina,Pleurothallis smaragdina
Anathallis spathilabia,Pleurothallis spathilabia
Anathallis spiculifera,Pleurothallis spiculifera
Stelis stelidiopsis,Pleurothallis stelidiopsis
Anathallis stenophylla,Pleurothallis stenophylla
Specklinia stumpflei,Pleurothallis stumpflei
Stelis taxis,Pleurothallis taxis
Specklinia tempestalis,Pleurothallis tempestalis
Anathallis acuminata,Pleurothallis tenuifolia
Stelis tortilis,Pleurothallis tortilis
Acianthera fockei,Pleurothallis tricarinata
Stelis trichostoma,Pleurothallis trichostoma
Pabstiella tripterantha,Pleurothallis tripterantha
Stelis tunguraguae,Pleurothallis tunguraguae
Stelis vegrandis,Pleurothallis vegrandis
Stelis velaticaulis,Pleurothallis velaticaulis
Stelis verbiformis,Pleurothallis verbiformis
Acianthera verecunda,Pleurothallis verecunda
Andinia vestigipetala,Pleurothallis vestigipetala
Stelis wagneri,Pleurothallis wagneri
Acianthera angustifolia,Pleurothallis wilsonii
Acianthera casapensis,Pleurothallis wolfiana
Acianthera wyvern,Pleurothallis wyvern
Specklinia xanthella,Pleurothallis xanthella
Stelis xiphizusa,Pleurothallis xiphizusa
Specklinia zephyrina,Pleurothallis zephyrina
Stelis zunagensis,Pleurothallis zunagensis
Polycycnis lepida,Polycycnis morganii
Polycycnis surinamensis,Polycycnis ornata
Serpocaulon funckii,Polypodium funckii
Serpocaulon giganteum,Polypodium giganteum
Serpocaulon maritimum,Polypodium maritimum
Serpocaulon patentissimum,Polypodium patentissimum
Serpocaulon richardii,Polypodium richardii
Pseudophegopteris cruciata,Polypodium sessilifolium
Serpocaulon subandinum,Polypodium subandinum
Polystachya foliosa,Polystachya amazonica
Polystachya foliosa,Polystachya nana
Ponthieva villosa,Ponthieva crinita
Ponthieva pubescens,Ponthieva montana
Prescottia stachyodes,Prescottia colorans
Prosthechea crassilabia,Prosthechea christii
Prosthechea megahybos,Prosthechea hoehnei
Prosthechea crassilabia,Prosthechea leopardina
Erycina glossomystax,Psygmorchis glossomystax
Erycina pumilio,Psygmorchis pumilio
Erycina pusilla,Psygmorchis pusilla
Erycina zamorensis,Psygmorchis zamorensis
Fernandezia ecuadorensis,Raycadenco ecuadorensis
Scaphyglottis reflexa,Reichenbachanthus reflexus
Cyrtochilum caespitosum,Rusbyella caespitosa
Scaphyglottis longicaulis,Scaphyglottis chocoana
Scaphyglottis boliviensis,Scaphyglottis flaccida
Scaphyglottis prolifera,Scaphyglottis gracilis
Scaphyglottis boliviensis,Scaphyglottis suarezii
Comparettia auriculata,Scelochilus auriculatus
Comparettia carinata,Scelochilus carinatus
Comparettia chiribogae,Scelochilus chiribogae
Comparettia embreei,Scelochilus embreei
Comparettia frymirei,Scelochilus frymirei
Comparettia gentryi,Scelochilus gentryi
Comparettia heterophylla,Scelochilus heterophyllus
Comparettia hirtzii,Scelochilus hirtzii
Comparettia jamiesonii,Scelochilus jamiesonii
Comparettia langlassei,Scelochilus langlassei
Comparettia luerae,Scelochilus luerae
Comparettia romansii,Scelochilus romansii
Comparettia topoana,Scelochilus topoanus
Comparettia tungurahuae,Scelochilus tungurahuae
Comparettia williamsii,Scelochilus williamsii
Laelia gloriosa,Schomburgkia gloriosa
Oncidium adamsii,Sigmatostalix adamsii
Oncidium amazonicum,Sigmatostalix amazonica
Oncidium aristuliferum,Sigmatostalix aristulifera
Oncidium gentryi,Sigmatostalix gentryi
Oncidium gramineum,Sigmatostalix graminea
Oncidium poikilostalix,Sigmatostalix guatemalensis
Oncidium hirtzoides,Sigmatostalix hirtzii
Oncidium marinii,Sigmatostalix marinii
Oncidium minaxoides,Sigmatostalix minax
Oncidium morganii,Sigmatostalix morganii
Oncidium oxyceras,Sigmatostalix oxyceras
Oncidium pichinchense,Sigmatostalix pichinchensis
Oncidium poikilostalix,Sigmatostalix picta
Oncidium picturatissimum,Sigmatostalix picturatissima
Oncidium portillaellum,Sigmatostalix portillae
Oncidium weinmannianum,Sigmatostalix weinmanniana
Sobralia bletiae,Sobralia suaveolens
Ornithocephalus dalstroemii,Sphyrastylis dalstromii
Ornithocephalus ecuadorensis,Sphyrastylis ecuadorensis
Stanhopea gibbosa,Stanhopea impressa
Stelis argentata,Stelis acicularis
Stelis oblonga,Stelis apiculata
Stelis microchila,Stelis barbata
Stelis oblongifolia,Stelis chachapoyensis
Stelis purpurea,Stelis connata
Stelis oblongifolia,Stelis coturcoensis
Stelis purpurea,Stelis dubia
Stelis vulcani,Stelis ecallosa
Stelis oblonga,Stelis fissa
Stelis concinna,Stelis flexuosa
Stelis ciliaris,Stelis garayi
Stelis hallii,Stelis gladiata
Stelis pusilla,Stelis graminea
Stelis velutina,Stelis hians
Bulbophyllum hirtum,Stelis hirta
Stelis nutans,Stelis manabina
Stelis braccata,Stelis minimiflora
Stelis lindenii,Stelis ochreata
Stelis atroviolacea,Stelis papillosa
Stelis concinna,Stelis perlaxa
Stelis argentata,Stelis pichinchae
Stelis discolor,Stelis pilostylis
Stelis pugiunculi,Stelis pterostylis
Stelis depauperata,Stelis suaveolens
Stelis nanegalensis,Stelis vulcanica
Telipogon williamsii,Stellilabium andinum
Telipogon astroglossus,Stellilabium astroglossum
Telipogon embreei,Stellilabium frymirei
Telipogon alexii,Stellilabium hirtzii
Telipogon hystrix,Stellilabium hystrix
Telipogon microglossus,Stellilabium microglossum
Telipogon morganiae,Stellilabium morganiae
Telipogon pogonostalix,Stellilabium pogonostalix
Quekettia pygmaea,Stictophyllorchis pygmaea
Oncidium strictum,Symphyglossum sanguineum
Alansmia alfaroi,Terpsichore alfaroi
Alansmia cultrata,Terpsichore cultrata
Alansmia dependens,Terpsichore dependens
Alansmia lanigera,Terpsichore lanigera
Alansmia longa,Terpsichore longa
Alansmia elastica,Terpsichore mollissima
Alansmia senilis,Terpsichore senilis
Alansmia variabilis,Terpsichore variabilis
Polycycnis surinamensis,Trevoria ecuadoriensis
Vandenboschia radicans,Trichomanes radicans
Trichomanes angustatum,Trichomanes subexsertum
Cyrtochilum articulatum,Trigonochilum articulatum
Trisetella triglochin,Trisetella tridactylites
Radiovittaria latifolia,Vittaria latifolia
Radiovittaria ruiziana,Vittaria ruiziana
Xylobium ornatum,Xylobium latilabium
Dennstaedtia werckleana,Costaricia werckleana
Rhodospatha densinervia,Rhodospatha dammeri
Justicia biokoensis,Adhatoda maculata
Celosia trigyna,Celosia laxa
Monanthotaxis foliosa,Enneastemon foliosus
Monanthotaxis vogelii,Enneastemon vogelii
Monanthotaxis diclina,Popowia diclina
Friesodielsia enghiana,Popowia mangenotii
Monanthotaxis nimbana,Popowia nimbana
Monanthotaxis stenosepala,Popowia stenosepala
Monanthotaxis whytei,Popowia whytei
Alafia scandens,Alafia landolphioides
Baissea baillonii,Baissea breviloba
Baissea leonensis,Baissea odorata
Saba comorensis,Saba florida
Cercestis dinklagei,Cercestis stigmaticus
Culcasia seretii,Culcasia sapinii
Pararistolochia macrocarpa,Pararistolochia flos-avis
Gonolobus rostratus,Exolobus patens
Periploca nigrescens,Parquetina nigrescens
Cynanchum viminale,Sarcostemma viminale
Capparis tomentosa,Capparis biloba
Capparis brassii,Capparis thonningii
Maerua duchesnei,Ritchiea duchesnei
Ritchiea capparoides,Ritchiea longipedicellata
Loeseneriella africana,Hippocratea africana
Loeseneriella clematoides,Hippocratea clematoides
Reissantia indica,Hippocratea indica
Cuervea macrophylla,Hippocratea macrophylla
Bequaertia mucronata,Hippocratea mucronata
Apodostigma pallens,Hippocratea pallens
Pristimera paniculata,Hippocratea paniculata
Pristimera plumbea,Hippocratea plumbea
Loeseneriella rowlandii,Hippocratea rowlandii
Helictonema velutinum,Hippocratea velutina
Simicratea welwitschii,Hippocratea welwitschii
Gymnosporia buchananii,Maytenus buchananii
Combretum mannii,Combretum calobotrys
Combretum demeusei,Combretum mildbraedii
Combretum mucronatum,Combretum smeathmannii
Ageratina altissima,Eupatorium odoratum
Gynura procumbens,Gynura sarmentosa
Distephanus biafrae,Vernonia biafrae
Brenandendron donianum,Vernonia doniana
Agelaea pentagyna,Agelaea macrocarpa
Agelaea pentagyna,Agelaea nitida
Agelaea pentagyna,Agelaea obliqua
Agelaea pentagyna,Agelaea oligantha
Agelaea paradoxa,Castanola paradoxa
Cnestis corniculata,Cnestis dinklagei
Cnestis corniculata,Cnestis grisea
Cnestis corniculata,Cnestis longiflora
Manotes expansa,Manotes longiflora
Rourea solanderi,Spiropetalum heterophyllum
Rourea solanderi,Spiropetalum reynoldsii
Rourea solanderi,Spiropetalum solanderi
Ipomoea pileata,Ipomoea involucrata
Lagenaria breviflora,Adenopus breviflorus
Lagenaria guineensis,Adenopus guineensis
Lagenaria rufa,Adenopus rufus
Gerrardanthus paniculatus,Gerrardanthus zenkeri
Zehneria capillacea,Melothria capillacea
Zehneria hallii,Melothria deltoidea
Ruthalicia eglandulosa,Physedra eglandulosa
Ruthalicia longipes,Physedra longipes
Scleria boivinii,Scleria barteri
Dichapetalum heudelotii,Dichapetalum acutisepalum
Dichapetalum heudelotii,Dichapetalum johnstonii
Dichapetalum heudelotii,Dichapetalum kumasiense
Dichapetalum heudelotii,Dichapetalum linderi
Dichapetalum angolense,Dichapetalum petersianum
Tetracera potatoria,Tetracera leiocarpa
Stachyanthus occidentalis,Neostachyanthus occidentalis
Caesalpinia benthamiana,Mezoneuron benthamianum
Entada rheedii,Entada pursaetha
Adenopodia scelerata,Entada scelerata
Hylodesmum repandum,Desmodium repandum
Dolichos tenuicaulis,Dolichos falcatus
Machaerium lunatum,Drepanocarpus lunatus
Philenoptera cyanescens,Lonchocarpus cyanescens
Millettia griffoniana,Lonchocarpus griffonianus
Aganope gabonica,Ostryocarpus major
Eriosema violaceum,Rhynchosia violacea
Gloriosa superba,Gloriosa simplex
Stigmaphyllon bannisterioides,Stigmaphyllon ovatum
Dioscoreophyllum volkensii,Dioscoreophyllum tenerum
Albertisia cordifolia,Epinetrum cordifolium
Albertisia cuneata,Epinetrum cuneatum
Albertisia ferruginea,Epinetrum ferrugineum
Albertisia mangenotii,Epinetrum mangenotii
Albertisia scandens,Epinetrum scandens
Embelia schimperi,Embelia guineensis
Laccosperma laeve,Ancistrophyllum laeve
Laccosperma opacum,Ancistrophyllum opacum
Laccosperma secundiflorum,Ancistrophyllum secundiflorum
Adenia mannii,Adenia tenuispira
Argocoffeopsis eketensis,Argocoffeopsis jasminoides
Keetia gueinzii,Canthium gueinzii
Psydrax acutiflora,Canthium henriquesianum
Keetia hispida,Canthium hispidum
Psydrax horizontalis,Canthium horizontale
Keetia mannii,Canthium mannii
Keetia rubens,Canthium rubens
Keetia rufivillosa,Canthium rufivillosum
Keetia hispida,Canthium setosum
Keetia venosa,Canthium venosum
Keetia zanzibarica,Canthium zanzibaricum
Argocoffeopsis afzelii,Coffea afzelii
Argocoffeopsis eketensis,Coffea eketensis
Pleiocoryne fernandensis,Polycoryne fernandensis
Pyrostria affinis,Rytigynia affinis
Nichallea soyauxii,Tarenna soyauxii
Vangueriella discolor,Vangueriopsis discolor
Vangueriella nigerica,Vangueriopsis nigerica
Vangueriella spinosa,Vangueriopsis spinosa
Vangueriella campylacantha,Vangueriopsis subulata
Vangueriella vanguerioides,Vangueriopsis vanguerioides
Zanthoxylum mezoneurispinosum,Fagara mezoneurispinosa
Zanthoxylum lemairei,Fagara parvifoliola
Zanthoxylum rubescens,Fagara rubescens
Zanthoxylum viride,Fagara viridis
Smilax anceps,Smilax kraussiana
Clerodendrum silvanum,Clerodendrum buchholzii
Rotheca violacea,Clerodendrum violaceum
Ampelocissus multistriata,Ampelocissus pentaphylla
Cyphostemma adenopodum,Cissus adenopoda
Cayratia gracilis,Cissus gracilis
Cyphostemma ornatum,Cissus ornata
Cyphostemma rubrosetosum,Cissus rubrosetosa
Cyphostemma vogelii,Cissus vogelii
Adenopodia scelerata,Entada scelerata
Landolphia robustior,Anthoclitandra robustior
Salacighia letestuana,Salacia letestuana
Combretum falcatum,Quisqualis falcata
Agelaea paradoxa,Castanola paradoxa
Loeseneriella rowlandii,Hippocratea rowlandii
Agelaea paradoxa,Castanola paradoxa
Artabotrys congolensis,Artabotrys rhopalocarpus
Pararistolochia macrocarpa,Pararistolochia flos-avis
Agelaea pentagyna,Agelaea obliqua
Agelaea paradoxa,Castanola paradoxa
Saba comorensis,Saba florida
Apodostigma pallens,Hippocratea pallens
Fridericia schumanniana,Arrabidaea verrucosa
Bignonia hyacinthina,Mussatia hyacinthina
Pinochia peninsularis,Forsteronia peninsularis
Fridericia florida,Arrabidaea florida
Entada polystachya,Adenopodia polystachya
Fridericia viscida,Arrabidaea viscida
Bignonia aequinoctialis,Cydista aequinoctialis
Tilesia baccata,Wulffia baccata
Fridericia candicans,Arrabidaea candicans
Fridericia patellifera,Arrabidaea patellifera
Mascagnia ovatifolia,Mascagnia nervosa
Fridericia patellifera,Arrabidaea patellifera
Bignonia diversifolia,Cydista diversifolia
Fridericia patellifera,Arrabidaea patellifera
Bignonia diversifolia,Cydista diversifolia
Fridericia chica,Arrabidaea chica
Fridericia florida,Arrabidaea florida
Bignonia hyacinthina,Mussatia hyacinthina
Strychnos panamensis,Strychnos tabascana
Fridericia candicans,Arrabidaea candicans
Fridericia patellifera,Arrabidaea patellifera
Fridericia schumanniana,Arrabidaea verrucosa
Petrea volubilis,Petrea aspera
Fridericia chica,Arrabidaea chica
Fridericia schumanniana,Arrabidaea verrucosa
Amphilophium lactiflorum,Distictis lactiflora
Fridericia schumanniana,Arrabidaea verrucosa
Bignonia aequinoctialis,Cydista aequinoctialis
Strychnos bredemeyeri,Strychnos darienensis
Bronwenia cornifolia,Banisteriopsis cornifolia
Petrea volubilis,Petrea aspera
Fridericia schumanniana,Arrabidaea verrucosa
Fridericia dichotoma,Arrabidaea corallina
Bignonia longiflora,Macranthisiphon longiflorus
Cissus serrulatifolia,Cissus allenii
Amphilophium chocoense,Distictella chocoensis
Baccharis inamoena,Baccharis trinervis
Fridericia patellifera,Arrabidaea patellifera
Bignonia aequinoctialis,Cydista aequinoctialis
Bignonia sordida,Roentgenia sordida
Prestonia trifida,Prestonia obovata
Gurania pedata,Gurania eggersii
Gurania lobata,Gurania spinulosa
Fridericia dichotoma,Arrabidaea corallina
Fridericia oxycarpa,Arrabidaea oxycarpa
Bignonia aequinoctialis,Cydista aequinoctialis
Aegiphila vitelliniflora,Aegiphila lanceolata
Fridericia patellifera,Arrabidaea patellifera
Fridericia pearcei,Arrabidaea pearcei
Fridericia chica,Arrabidaea chica
Lundia cordata,Lundia longa
Dolichandra unguiculata,Parabignonia unguiculata
Plukenetia serrata,Plukenetia scandens
Fridericia pubescens,Arrabidaea pubescens
Cuspidaria pulchra,Arrabidaea pulchra
Tanaecium selloi,Arrabidaea selloi
Fridericia triplinervia,Arrabidaea triplinervia
Dolichandra quadrivalvis,Melloa quadrivalvis
Serjania caracasana,Serjania grandiflora
Tilesia baccata,Wulffia baccata
Strychnos bredemeyeri,Strychnos darienensis
Fridericia dichotoma,Arrabidaea corallina
Fridericia pubescens,Arrabidaea pubescens
Bignonia longiflora,Macranthisiphon longiflorus
Acacia hayesii,Acacia acanthophylla
Fridericia dichotoma,Arrabidaea corallina
Pachyptera kerere,Mansoa kerere
Bignonia prieurei,Mussatia prieurei
Gurania lobata,Gurania spinulosa
Cissus fuliginea,Cissus pseudosicyoides
Amphilophium granulosum,Distictis granulosa
Baccharis inamoena,Baccharis trinervis
Baccharis inamoena,Baccharis trinervis
Fridericia conjugata,Arrabidaea conjugata
Fridericia dichotoma,Arrabidaea corallina
Tanaecium selloi,Arrabidaea selloi
Dolichandra quadrivalvis,Melloa quadrivalvis
Fridericia dichotoma,Arrabidaea corallina
Amorimia rigida,Mascagnia rigida
Prestonia trifida,Prestonia obovata
Fridericia conjugata,Arrabidaea conjugata
Fridericia dichotoma,Arrabidaea corallina
Fridericia pubescens,Arrabidaea pubescens
Bignonia diversifolia,Cydista diversifolia
Bignonia lilacina,Cydista lilacina
Mascagnia ovatifolia,Mascagnia nervosa
Cissus fuliginea,Cissus pseudosicyoides
Fridericia conjugata,Arrabidaea conjugata
Allantoma decandra,Cariniana decandra
Fridericia chica,Arrabidaea chica
Fridericia florida,Arrabidaea florida
Fridericia patellifera,Arrabidaea patellifera
Fridericia schumanniana,Arrabidaea verrucosa
Lycianthes heteroclita,Lycianthes escuintlensis
Fridericia dichotoma,Arrabidaea corallina
Dolichandra quadrivalvis,Melloa quadrivalvis
Fridericia pearcei,Arrabidaea pearcei
Fridericia platyphylla,Arrabidaea platyphylla
Amphilophium occidentale,Distictis occidentalis
Bignonia aequinoctialis,Cydista aequinoctialis
Fridericia dichotoma,Arrabidaea corallina
Fridericia spicata,Arrabidaea spicata
Fridericia schumanniana,Arrabidaea verrucosa
Bignonia lilacina,Cydista lilacina
Dolichandra quadrivalvis,Melloa quadrivalvis
Alicia anisopetala,Mascagnia anisopetala
Prestonia trifida,Prestonia obovata
Critonia billbergiana,Critonia eggersii
Fridericia schumanniana,Arrabidaea verrucosa
Bignonia decora,Cydista decora
Gurania lobata,Gurania spinulosa
Fridericia pubescens,Arrabidaea pubescens
Acanthocereus tetragonus,Acanthocereus pentagonus
Capparis arrabidae,Capparis flexuosa
Fridericia dichotoma,Arrabidaea corallina
Fridericia pearcei,Arrabidaea pearcei
Bignonia aequinoctialis,Cydista aequinoctialis
Tanaecium xanthophyllum,Spathicalyx xanthophylla
Cissus fuliginea,Cissus pseudosicyoides
Secondatia densiflora,Secondatia peruviana
Fridericia florida,Arrabidaea florida
Gurania lobata,Gurania spinulosa
Philodendron hederaceum,Philodendron scandens
Fridericia candicans,Arrabidaea candicans
Fridericia chica,Arrabidaea chica
Fridericia patellifera,Arrabidaea patellifera
Fridericia pubescens,Arrabidaea pubescens
Bignonia decora,Cydista decora
Gurania lobata,Gurania spinulosa
Fridericia caudigera,Arrabidaea caudigera
Tanaecium selloi,Arrabidaea selloi
Bignonia decora,Cydista decora
Dolichandra quadrivalvis,Melloa quadrivalvis
Lycianthes glandulosa,Lycianthes pseudolycioides
Bignonia aequinoctialis,Cydista aequinoctialis
Amphilophium pulverulentum,Distictis pulverulenta
Dilkea retusa,Dilkea parviflora
Moutabea aculeata,Moutabea longifolia
Moutabea aculeata,Moutabea longifolia
Securidaca planchoniana,Securidaca rufescens
Fridericia schumanniana,Arrabidaea verrucosa
Bignonia aequinoctialis,Cydista aequinoctialis
Philodendron hederaceum,Philodendron scandens
Fridericia chica,Arrabidaea chica
Fridericia fagoides,Arrabidaea fagoides
Tanaecium selloi,Arrabidaea selloi
Dolichandra unguiculata,Parabignonia unguiculata
Fridericia oxycarpa,Arrabidaea oxycarpa
Fridericia pearcei,Arrabidaea pearcei
Fridericia platyphylla,Arrabidaea platyphylla
Bignonia lilacina,Cydista lilacina
Amphilophium pulverulentum,Distictis pulverulenta
Fridericia dichotoma,Arrabidaea corallina
Fridericia florida,Arrabidaea florida
Moutabea aculeata,Moutabea longifolia
Fridericia dichotoma,Arrabidaea corallina
Albizia niopoides,Albizia caribaea
Petrea volubilis,Petrea arborea
Fridericia chica,Arrabidaea chica
Fridericia florida,Arrabidaea florida
Bignonia aequinoctialis,Cydista aequinoctialis
Pachyptera kerere,Mansoa kerere
Moutabea aculeata,Moutabea longifolia
Petrea blanchetiana,Petrea peruviana
Fridericia florida,Arrabidaea florida
Bignonia aequinoctialis,Cydista aequinoctialis
Gurania lobata,Gurania spinulosa
Fridericia chica,Arrabidaea chica
Fridericia chica,Arrabidaea chica
Cuspidaria inaequalis,Arrabidaea inaequalis
Fridericia pearcei,Arrabidaea pearcei
Bignonia aequinoctialis,Cydista aequinoctialis
Bignonia hyacinthina,Mussatia hyacinthina
Thinouia mucronata,Thinouia repanda
Bignonia decora,Cydista decora
Fridericia platyphylla,Arrabidaea brachypoda
Fridericia japurensis,Arrabidaea japurensis
Fridericia schumanniana,Arrabidaea verrucosa
Bignonia aequinoctialis,Cydista aequinoctialis
Dolichandra chodatii,Parabignonia chodatii
Fridericia fagoides,Arrabidaea fagoides
Fridericia florida,Arrabidaea florida
Fridericia truncata,Arrabidaea truncata
Bignonia decora,Cydista decora
Dolichandra chodatii,Parabignonia chodatii
Carolus chlorocarpus,Mascagnia chlorocarpa
Fridericia dichotoma,Arrabidaea corallina
Fridericia florida,Arrabidaea florida
Bignonia aequinoctialis,Cydista aequinoctialis
Amphilophium occidentale,Distictis occidentalis
Prestonia trifida,Prestonia obovata
Fridericia platyphylla,Arrabidaea brachypoda
Fridericia chica,Arrabidaea chica
Tanaecium truncatum,Periarrabidaea truncata
Strychnos bredemeyeri,Strychnos darienensis
Tilesia baccata,Wulffia baccata
Fridericia chica,Arrabidaea chica
Fridericia schumanniana,Arrabidaea verrucosa
Acalypha cuneata,Acalypha obovata
Fridericia chica,Arrabidaea chica
Fridericia schumanniana,Arrabidaea verrucosa
Coussapoa villosa,Coussapoa eggersii
Marcgraviastrum sodiroi,Norantea sodiroi
Paullinia alata,Paullinia fasciculata
Fridericia prancei,Arrabidaea prancei
Amphilophium dasytrichum,Distictella dasytricha
Amphilophium granulosum,Distictis granulosa
Tilesia baccata,Wulffia baccata
Fridericia platyphylla,Arrabidaea platyphylla
Fridericia poeppigii,Arrabidaea poeppigii
Fridericia spicata,Arrabidaea spicata
Dolichandra quadrivalvis,Melloa quadrivalvis
Dolichandra chodatii,Parabignonia chodatii
Fridericia dichotoma,Arrabidaea corallina
Fridericia oxycarpa,Arrabidaea oxycarpa
Bignonia diversifolia,Cydista diversifolia
Fridericia chica,Arrabidaea chica
Bignonia aequinoctialis,Cydista aequinoctialis
Gurania lobata,Gurania spinulosa
Bignonia aequinoctialis,Cydista aequinoctialis
Strychnos bredemeyeri,Strychnos darienensis
Fridericia florida,Arrabidaea florida
Fridericia pearcei,Arrabidaea pearcei
Tanaecium bilabiatum,Arrabidaea bilabiata
Fridericia japurensis,Arrabidaea japurensis
Securidaca divaricata,Securidaca rivinifolia
Fridericia dichotoma,Arrabidaea corallina
Fridericia florida,Arrabidaea florida
Fridericia platyphylla,Arrabidaea platyphylla
Bignonia lilacina,Cydista lilacina
Philodendron hederaceum,Philodendron scandens
Fridericia dichotoma,Arrabidaea corallina
Bignonia lilacina,Cydista lilacina
Tanaecium xanthophyllum,Spathicalyx xanthophylla
Fridericia florida,Arrabidaea florida
Bignonia lilacina,Cydista lilacina
Urera simplex,Urera eggersii
Fridericia chica,Arrabidaea chica
Fridericia dichotoma,Arrabidaea corallina
Fridericia trailii,Arrabidaea trailii
Fridericia pilulifera,Arrabidaea tuberculata
Bignonia aequinoctialis,Cydista aequinoctialis
Amphilophium granulosum,Distictis granulosa
Combretum paraguariense,Thiloa paraguariensis
Fridericia chica,Arrabidaea chica
Fridericia florida,Arrabidaea florida
Fridericia conjugata,Arrabidaea conjugata
Fridericia pubescens,Arrabidaea pubescens
Bignonia diversifolia,Cydista diversifolia
Sarcopera sessiliflora,Norantea sessilis
Fridericia dichotoma,Arrabidaea corallina
Fridericia oxycarpa,Arrabidaea oxycarpa
Fridericia pubescens,Arrabidaea pubescens
Bignonia aequinoctialis,Cydista aequinoctialis
Tilesia baccata,Wulffia baccata
Vitis vulpina,Vitis riparia
Securidaca cacumina,Securidaca ecristata
Faradaya splendida,Faradaya parviflora
Austrosteenisia stipularis,Lonchocarpus stipularis
Morinda canthoides,Morinda acutifolia
Callerya reticulata,Millettia reticulata
Strychnos cathayensis,Strychnos henryi
Freycinetia arborea,Freycinetia longispica
Santaloides rugosum,Rourea rugosa
Aglaia rufinervis,Aglaia borneensis
Santaloides rugosum,Rourea rugosa
Artabotrys polygynus,Artabotrys borneensis
Habenaria hexaptera,Habenaria hieronymi
Schiedeella valerioi,Funkiella valerioi
Calanthe triplicata,Calanthe perrottetii
Calanthe triplicata,Calanthe celebica
Gymnadenia rubra,Gymnadenia miniata
Brachystele pedicellata,Platythelys pedicellata
Calanthe hololeuca,Calanthe neohibernica
Peristylus nematocaulon,Platanthera nematocaulon
Calanthe brevicornu,Calanthe scaposa
Calanthe brevicornu,Calanthe lamellosa
Calanthe alismifolia,Calanthe okinawensis
Platanthera micrantha,Platanthera azorica
Habenaria shweliensis,Habenaria crassilabia
Sauroglossum nitidum,Sauroglossum elatum
Cyclopogon polyaden,Cyclopogon chloroleucus
Chiloglottis reflexa,Chiloglottis trilabra
Disa cornuta,Disa aemula
Calanthe sylvatica,Calanthe masuca
Masdevallia civilis,Masdevallia fragrans
Chelonistele kinabaluensis,Pholidota sigmatochilus
Habenaria distans,Habenaria tuerckheimii
Cyclopogon glabrescens,Quechua glabrescens
Anoectochilus grandiflorus,Odontochilus grandiflorus
Habenaria lucida,Habenaria longiracema
